OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Total_Households,Less_than_10000,i10000_to_14999,i15000_to19999,i20000_to_24999,i25000_to_29999,i30000_to_34999,i35000_to_39999,i40000_to_44999,i45000_to_49999,i50000_to_59999,i60000_to_74999,i75000_to_99999,i100000_to_124999,i125000_to_149999,i150000_to_199999,i200000_or_more,Median_Household_Income,TotalFamilies,FamiliesInPoverty,FamilyPovertyRate,SHAPESTArea,SHAPESTLength
1888,37,119,000100,2,371190001002,Block Group 2,0016132,"Block Group 2, Census Tract 1, Mecklenburg County, North Carolina",996,63,11,16,17,0,0,8,19,43,87,91,127,106,51,107,250,102500,180,0,0,1931299.31311035,5561.7070286697
1889,37,119,005613,1,371190056131,Block Group 1,0016474,"Block Group 1, Census Tract 56.13, Mecklenburg County, North Carolina",1102,46,0,19,46,19,6,56,77,74,94,132,215,125,82,67,44,69792,679,70,0.10309278,61598404.1298828,40723.1632115245
1890,37,119,005833,3,371190058333,Block Group 3,0016550,"Block Group 3, Census Tract 58.33, Mecklenburg County, North Carolina",664,39,39,40,10,50,10,67,47,79,27,30,138,40,0,29,19,46531,265,8,0.03018868,11915487.1233521,16179.8882433276
1891,37,119,005521,1,371190055211,Block Group 1,0016447,"Block Group 1, Census Tract 55.21, Mecklenburg County, North Carolina",422,125,13,12,0,0,0,0,56,0,0,150,47,9,10,0,0,62727,102,0,0,4310365.94622803,9501.24994722363
1892,37,119,006303,1,371190063031,Block Group 1,0016666,"Block Group 1, Census Tract 63.03, Mecklenburg County, North Carolina",775,64,77,53,30,83,54,0,14,18,90,23,104,52,44,27,42,49236,492,60,0.12195122,23106560.9908447,19397.036232009
1893,37,119,001300,3,371190013003,Block Group 3,0016159,"Block Group 3, Census Tract 13, Mecklenburg County, North Carolina",275,0,0,6,21,7,6,34,29,18,7,13,39,0,12,83,0,69327,82,5,0.06097561,4074529.18029785,8835.60505254034
1894,37,119,005714,2,371190057142,Block Group 2,0016508,"Block Group 2, Census Tract 57.14, Mecklenburg County, North Carolina",543,19,6,14,39,9,29,17,51,44,33,0,64,50,72,53,43,78125,496,29,0.05846774,98656204.1257324,53046.9423214266
1895,37,119,005812,3,371190058123,Block Group 3,0016520,"Block Group 3, Census Tract 58.12, Mecklenburg County, North Carolina",804,60,100,0,18,52,0,52,103,173,83,44,30,46,0,43,0,45295,363,54,0.14876033,23213065.4527588,20453.8703047838
1896,37,119,005615,1,371190056151,Block Group 1,0016478,"Block Group 1, Census Tract 56.15, Mecklenburg County, North Carolina",591,7,0,6,13,4,9,32,43,6,64,74,87,69,52,66,59,92279,401,7,0.01745636,32289417.9014893,27819.2964196312
1897,37,119,006303,2,371190063032,Block Group 2,0016667,"Block Group 2, Census Tract 63.03, Mecklenburg County, North Carolina",1512,116,10,33,14,51,42,125,0,51,57,102,153,125,114,250,269,100143,1119,19,0.01697945,37205294.3053589,24270.1316308503
1898,37,119,005200,3,371190052003,Block Group 3,0016399,"Block Group 3, Census Tract 52, Mecklenburg County, North Carolina",276,43,29,46,29,11,28,4,17,16,14,13,20,0,6,0,0,21724,109,18,0.16513761,24905377.7427979,23274.658080659
1899,37,119,003400,3,371190034003,Block Group 3,0016333,"Block Group 3, Census Tract 34, Mecklenburg County, North Carolina",627,0,0,0,15,14,13,0,13,0,14,14,134,73,59,122,156,145528,283,0,0,6901499.4609375,11115.3341949089
1900,37,119,005847,3,371190058473,Block Group 3,0016581,"Block Group 3, Census Tract 58.47, Mecklenburg County, North Carolina",373,22,0,12,10,15,0,27,12,6,25,38,52,61,7,86,0,80766,164,9,0.05487805,12095935.0618896,21880.1063560135
1901,37,119,003012,1,371190030121,Block Group 1,0016294,"Block Group 1, Census Tract 30.12, Mecklenburg County, North Carolina",576,0,0,9,8,9,8,17,17,8,8,78,47,80,69,24,194,117250,354,0,0,31926109.1030884,27426.5887312757
1902,37,119,004302,3,371190043023,Block Group 3,0016375,"Block Group 3, Census Tract 43.02, Mecklenburg County, North Carolina",481,74,0,62,26,78,69,19,0,40,29,11,12,30,31,0,0,30045,297,47,0.15824916,9951010.22686768,13974.886025589
1903,37,119,001507,1,371190015071,Block Group 1,0016166,"Block Group 1, Census Tract 15.07, Mecklenburg County, North Carolina",522,28,17,87,74,21,109,20,39,0,69,36,22,0,0,0,0,32533,348,132,0.37931034,5583469.03790283,9515.27790521498
1904,37,119,005908,1,371190059081,Block Group 1,0016591,"Block Group 1, Census Tract 59.08, Mecklenburg County, North Carolina",649,22,4,4,13,32,18,4,4,11,42,9,79,66,48,99,194,136750,454,8,0.01762115,195772984.475891,71286.1191532356
1905,37,119,003802,3,371190038023,Block Group 3,0016345,"Block Group 3, Census Tract 38.02, Mecklenburg County, North Carolina",62,0,18,0,9,9,0,0,0,9,0,0,17,0,0,0,0,0,41,22,0.53658537,36687844.2548218,36151.732665398
1906,37,119,006403,1,371190064031,Block Group 1,0016671,"Block Group 1, Census Tract 64.03, Mecklenburg County, North Carolina",815,54,24,45,8,72,7,0,0,27,80,66,83,100,77,80,92,81103,536,44,0.08208955,26731766.3724976,23042.6866809575
1907,37,119,005914,2,371190059142,Block Group 2,0016603,"Block Group 2, Census Tract 59.14, Mecklenburg County, North Carolina",370,0,0,0,0,0,16,0,0,54,61,24,55,9,110,0,41,97685,338,0,0,8415973.08758545,11601.1597262414
1908,37,119,006104,1,371190061041,Block Group 1,0016628,"Block Group 1, Census Tract 61.04, Mecklenburg County, North Carolina",441,16,25,0,17,0,0,0,13,50,166,0,64,18,17,42,13,53701,304,23,0.07565789,29316388.8650513,25084.464815801
1909,37,119,004000,4,371190040004,Block Group 4,0016364,"Block Group 4, Census Tract 40, Mecklenburg County, North Carolina",636,41,39,33,25,11,85,42,113,23,32,31,76,57,0,10,18,41382,471,71,0.1507431,65890538.5872803,42702.7274948254
1910,37,119,005816,2,371190058162,Block Group 2,0016524,"Block Group 2, Census Tract 58.16, Mecklenburg County, North Carolina",473,11,9,36,0,20,18,85,0,27,43,45,73,15,7,51,33,54081,172,0,0,12532898.8013916,18235.2165444334
1911,37,119,000400,1,371190004001,Block Group 1,0016137,"Block Group 1, Census Tract 4, Mecklenburg County, North Carolina",1138,60,0,17,0,25,18,17,66,63,58,191,241,132,94,98,58,79113,103,0,0,11053141.4921265,15701.8709308742
1912,37,119,005848,2,371190058482,Block Group 2,0016583,"Block Group 2, Census Tract 58.48, Mecklenburg County, North Carolina",560,0,6,0,0,12,0,9,0,10,8,42,73,20,30,104,246,174375,500,8,0.016,22160197.9805298,23810.7026268256
1913,37,119,003016,1,371190030161,Block Group 1,0016301,"Block Group 1, Census Tract 30.16, Mecklenburg County, North Carolina",1083,43,50,63,56,49,10,91,44,42,109,117,124,45,20,87,133,58063,629,46,0.07313196,11337668.9162598,16866.0641660863
1914,37,119,005100,1,371190051001,Block Group 1,0016395,"Block Group 1, Census Tract 51, Mecklenburg County, North Carolina",320,31,19,30,14,25,24,23,14,61,29,10,6,4,0,0,30,38846,181,60,0.33149171,48312729.3822021,31489.9702569692
1915,37,119,003201,2,371190032012,Block Group 2,0016322,"Block Group 2, Census Tract 32.01, Mecklenburg County, North Carolina",615,44,63,7,6,46,93,67,16,19,50,35,39,80,24,0,26,38924,372,51,0.13709677,12826412.9768677,14856.3753844937
1916,37,119,006304,1,371190063041,Block Group 1,0016668,"Block Group 1, Census Tract 63.04, Mecklenburg County, North Carolina",298,0,0,0,0,12,62,41,0,0,0,0,43,90,0,0,50,86000,162,0,0,88152988.5924683,42728.0179179025
1917,37,119,002004,3,371190020043,Block Group 3,0016242,"Block Group 3, Census Tract 20.04, Mecklenburg County, North Carolina",943,27,14,0,55,102,123,97,120,41,47,213,17,16,5,21,45,41365,417,13,0.03117506,12992895.5162354,16559.2726159813
1918,37,119,005614,3,371190056143,Block Group 3,0016477,"Block Group 3, Census Tract 56.14, Mecklenburg County, North Carolina",1014,0,10,9,28,69,15,85,100,81,92,23,154,166,79,65,38,64457,623,11,0.0176565,18919296.8409424,24604.1932135026
1919,37,119,005514,1,371190055141,Block Group 1,0016434,"Block Group 1, Census Tract 55.14, Mecklenburg County, North Carolina",961,17,0,18,0,120,54,69,22,100,81,103,91,102,66,18,100,59911,719,0,0,14169048.8725586,16908.0912857825
1920,37,119,003011,5,371190030115,Block Group 5,0016293,"Block Group 5, Census Tract 30.11, Mecklenburg County, North Carolina",605,37,19,0,0,0,0,15,28,64,68,15,91,96,23,46,103,84041,415,24,0.05783133,12794467.3950806,17498.6158161386
1921,37,119,002600,1,371190026001,Block Group 1,0016256,"Block Group 1, Census Tract 26, Mecklenburg County, North Carolina",523,65,65,16,16,6,16,6,17,12,64,49,50,43,18,23,57,53380,169,31,0.18343195,7582502.49078369,11583.3772299826
1922,37,119,001504,1,371190015041,Block Group 1,0016162,"Block Group 1, Census Tract 15.04, Mecklenburg County, North Carolina",1182,126,70,179,29,63,134,43,83,97,93,168,69,28,0,0,0,34722,823,249,0.30255164,15262261.1133423,17994.0372297434
1923,37,119,005305,3,371190053053,Block Group 3,0016404,"Block Group 3, Census Tract 53.05, Mecklenburg County, North Carolina",902,106,118,147,47,59,85,0,77,34,17,49,149,4,0,0,10,27357,576,183,0.31770833,9808952.62139893,14837.2095885058
1924,37,119,005621,2,371190056212,Block Group 2,0016490,"Block Group 2, Census Tract 56.21, Mecklenburg County, North Carolina",226,0,0,0,20,0,0,18,0,13,0,24,9,48,47,0,47,119010,158,0,0,36391421.3606567,26743.042138402
1925,37,119,005716,2,371190057162,Block Group 2,0016512,"Block Group 2, Census Tract 57.16, Mecklenburg County, North Carolina",992,0,38,9,55,32,19,58,49,0,197,167,193,113,19,30,13,65056,525,5,0.00952381,13994946.6367188,17257.2612753245
1926,37,119,005706,3,371190057063,Block Group 3,0016494,"Block Group 3, Census Tract 57.06, Mecklenburg County, North Carolina",570,16,9,30,0,0,50,37,0,19,15,103,96,141,20,0,34,83000,461,0,0,17538874.1651001,17804.9404111906
1927,37,119,003203,2,371190032032,Block Group 2,0016324,"Block Group 2, Census Tract 32.03, Mecklenburg County, North Carolina",375,23,0,0,27,31,10,0,12,46,55,43,35,0,12,36,45,58350,159,24,0.1509434,5031504.14508057,13234.0566620117
1928,37,119,002003,5,371190020035,Block Group 5,0016239,"Block Group 5, Census Tract 20.03, Mecklenburg County, North Carolina",745,167,141,66,136,13,35,69,14,57,15,0,21,0,11,0,0,19943,326,100,0.30674847,12244278.1119385,17523.7511435527
1929,37,119,006404,2,371190064042,Block Group 2,0016675,"Block Group 2, Census Tract 64.04, Mecklenburg County, North Carolina",1152,0,9,0,0,8,0,20,28,9,51,41,65,94,78,119,630,204884,1049,8,0.00762631,133102701.69104,60492.400623654
1930,37,119,005511,3,371190055113,Block Group 3,0016427,"Block Group 3, Census Tract 55.11, Mecklenburg County, North Carolina",767,29,0,43,0,54,10,73,70,11,114,179,81,45,16,25,17,56536,255,9,0.03529412,5156996.95367432,10629.6233446967
1931,37,119,005200,1,371190052001,Block Group 1,0016397,"Block Group 1, Census Tract 52, Mecklenburg County, North Carolina",216,12,39,25,9,34,5,19,0,21,12,12,0,15,0,13,0,28036,116,31,0.26724138,8748111.27209473,13841.2973304058
1932,37,119,005620,2,371190056202,Block Group 2,0016487,"Block Group 2, Census Tract 56.20, Mecklenburg County, North Carolina",1302,133,0,73,68,82,43,10,48,47,89,138,396,58,75,9,33,62941,990,145,0.14646465,58959828.1948242,37005.5141494905
1933,37,119,006209,3,371190062093,Block Group 3,0016650,"Block Group 3, Census Tract 62.09, Mecklenburg County, North Carolina",916,0,16,13,78,12,41,46,29,0,68,50,112,196,55,121,79,96154,545,16,0.0293578,28464702.664978,21854.4639649974
1934,37,119,005841,3,371190058413,Block Group 3,0016567,"Block Group 3, Census Tract 58.41, Mecklenburg County, North Carolina",1242,20,0,31,27,38,0,51,0,54,63,147,217,87,30,187,290,94167,749,0,0,20652259.4554443,18925.8493370874
1935,37,119,002701,1,371190027011,Block Group 1,0016257,"Block Group 1, Census Tract 27.01, Mecklenburg County, North Carolina",289,7,0,8,8,0,9,8,0,17,15,5,29,32,0,38,113,152321,139,0,0,4443510.84973145,9839.65396811238
1936,37,119,005847,1,371190058471,Block Group 1,0016579,"Block Group 1, Census Tract 58.47, Mecklenburg County, North Carolina",559,0,10,0,0,13,0,11,9,14,64,41,83,16,19,99,180,149875,480,13,0.02708333,31829754.1807251,24818.7373804089
1937,37,119,001910,2,371190019102,Block Group 2,0016198,"Block Group 2, Census Tract 19.10, Mecklenburg County, North Carolina",461,0,0,50,51,18,68,0,44,19,53,76,49,25,0,0,8,42472,379,65,0.17150396,8595490.64416504,14474.155806894
1938,37,119,006302,1,371190063021,Block Group 1,0016663,"Block Group 1, Census Tract 63.02, Mecklenburg County, North Carolina",1265,13,77,15,30,0,0,40,33,38,64,163,159,136,103,124,270,100063,901,0,0,153687454.732117,54800.0687001665
1939,37,119,004200,2,371190042002,Block Group 2,0016370,"Block Group 2, Census Tract 42, Mecklenburg County, North Carolina",334,54,39,40,0,6,24,28,21,0,14,74,0,20,8,6,0,37857,151,57,0.37748344,4789563.21313477,10242.8090810343
1940,37,119,005000,1,371190050001,Block Group 1,0016393,"Block Group 1, Census Tract 50, Mecklenburg County, North Carolina",470,65,36,59,52,31,16,44,6,0,72,51,15,4,0,14,5,29355,239,83,0.34728033,4620319.71099854,9562.9625997704
1941,37,119,005519,1,371190055191,Block Group 1,0016443,"Block Group 1, Census Tract 55.19, Mecklenburg County, North Carolina",888,7,0,22,9,0,32,49,34,5,58,146,174,160,102,47,43,89483,753,19,0.0252324,18156114.9436646,21408.9548331055
1942,37,119,002702,3,371190027023,Block Group 3,0016262,"Block Group 3, Census Tract 27.02, Mecklenburg County, North Carolina",370,11,0,14,44,0,26,0,0,0,15,46,29,15,39,44,87,97500,247,0,0,7608612.39782715,15507.1243989267
1943,37,119,005511,1,371190055111,Block Group 1,0016425,"Block Group 1, Census Tract 55.11, Mecklenburg County, North Carolina",366,9,0,23,0,0,31,59,27,46,70,5,59,20,9,8,0,48800,220,7,0.03181818,8229685.00708008,14219.9985402459
1944,37,119,980100,1,371199801001,Block Group 1,0016683,"Block Group 1, Census Tract 9801, Mecklenburg County, North Carolina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165895778.294434,53456.2591590131
1945,37,119,005834,1,371190058341,Block Group 1,0016551,"Block Group 1, Census Tract 58.34, Mecklenburg County, North Carolina",1196,74,0,44,8,38,15,21,58,67,183,107,134,169,93,94,91,69327,927,82,0.08845739,46847323.7669678,33393.5504175246
1946,37,119,005834,2,371190058342,Block Group 2,0016552,"Block Group 2, Census Tract 58.34, Mecklenburg County, North Carolina",472,27,0,0,16,11,21,0,15,0,21,99,101,43,26,83,9,76970,286,14,0.04895105,13396593.3295898,23969.4973841518
1947,37,119,005838,3,371190058383,Block Group 3,0016562,"Block Group 3, Census Tract 58.38, Mecklenburg County, North Carolina",1579,32,14,0,0,44,18,0,72,0,88,170,265,262,188,289,137,115956,1073,9,0.0083877,52520700.3789062,38617.861933945
1948,37,119,005906,4,371190059064,Block Group 4,0016588,"Block Group 4, Census Tract 59.06, Mecklenburg County, North Carolina",140,25,0,0,0,22,9,0,0,0,9,56,0,0,10,9,0,66136,109,56,0.51376147,108967041.944458,57753.6927546396
1949,37,119,002200,4,371190022004,Block Group 4,0016248,"Block Group 4, Census Tract 22, Mecklenburg County, North Carolina",722,39,0,0,11,31,56,13,23,0,42,73,97,69,14,84,170,97600,313,0,0,15531243.4404907,21126.8735868916
1950,37,119,006407,2,371190064072,Block Group 2,0016682,"Block Group 2, Census Tract 64.07, Mecklenburg County, North Carolina",698,40,0,0,0,8,22,8,0,6,74,35,59,127,90,145,84,117097,651,29,0.04454685,22796208.8511963,20698.9984889023
1951,37,119,003400,1,371190034001,Block Group 1,0016331,"Block Group 1, Census Tract 34, Mecklenburg County, North Carolina",723,40,0,34,0,0,53,0,0,12,15,64,15,74,89,72,255,143750,457,51,0.11159737,12603288.1760864,14964.8000300519
1952,37,119,005714,1,371190057141,Block Group 1,0016507,"Block Group 1, Census Tract 57.14, Mecklenburg County, North Carolina",832,0,8,0,32,33,0,0,23,44,35,61,123,195,42,127,109,101952,647,6,0.00927357,127629761.154358,51487.5618958999
1953,37,119,002100,2,371190021002,Block Group 2,0016244,"Block Group 2, Census Tract 21, Mecklenburg County, North Carolina",909,55,18,97,61,38,113,48,53,45,129,25,36,54,55,16,66,43262,342,23,0.06725146,12767333.3627319,14731.2485715699
1954,37,119,003007,1,371190030071,Block Group 1,0016281,"Block Group 1, Census Tract 30.07, Mecklenburg County, North Carolina",279,0,0,0,0,0,13,0,0,0,23,0,15,19,59,44,106,166382,198,0,0,13348626.0202637,15564.7795537725
1955,37,119,001915,4,371190019154,Block Group 4,0016212,"Block Group 4, Census Tract 19.15, Mecklenburg County, North Carolina",596,36,0,24,93,0,31,0,121,14,70,91,56,60,0,0,0,44803,271,77,0.28413284,7206042.71173096,12003.0434734925
1956,37,119,001802,1,371190018021,Block Group 1,0016195,"Block Group 1, Census Tract 18.02, Mecklenburg County, North Carolina",719,60,48,33,26,41,54,43,57,19,83,72,57,65,49,12,0,44769,248,60,0.24193548,11614440.2965088,19083.6578151145
1957,37,119,005815,2,371190058152,Block Group 2,0016522,"Block Group 2, Census Tract 58.15, Mecklenburg County, North Carolina",355,0,0,0,49,0,14,20,6,26,71,53,35,34,26,12,9,59034,234,0,0,13338339.6357422,15436.9305958635
1958,37,119,005913,1,371190059131,Block Group 1,0016599,"Block Group 1, Census Tract 59.13, Mecklenburg County, North Carolina",586,26,0,26,0,62,9,32,18,22,83,50,110,75,41,32,0,62344,360,62,0.17222222,28328951.4509277,24508.7097033484
1959,37,119,006108,1,371190061081,Block Group 1,0016637,"Block Group 1, Census Tract 61.08, Mecklenburg County, North Carolina",921,0,0,11,25,98,51,33,70,35,48,147,262,105,18,18,0,67401,555,13,0.02342342,24258125.3752441,28739.4156434063
1960,37,119,001702,2,371190017022,Block Group 2,0016189,"Block Group 2, Census Tract 17.02, Mecklenburg County, North Carolina",299,45,10,38,13,0,8,35,29,0,18,42,29,9,23,0,0,42543,119,33,0.27731092,4553616.2387085,8622.8329711978
1961,37,119,005522,2,371190055222,Block Group 2,0016451,"Block Group 2, Census Tract 55.22, Mecklenburg County, North Carolina",1006,0,0,0,42,66,47,0,47,48,163,235,198,81,0,18,61,62320,505,0,0,11646835.2688599,16414.0521070256
1962,37,119,003600,4,371190036004,Block Group 4,0016340,"Block Group 4, Census Tract 36, Mecklenburg County, North Carolina",247,59,21,0,0,16,32,10,0,0,23,0,37,10,16,23,0,0,203,96,0.4729064,7381553.54742432,12429.1682352637
1963,37,119,005513,2,371190055132,Block Group 2,0016432,"Block Group 2, Census Tract 55.13, Mecklenburg County, North Carolina",578,20,0,8,13,19,20,24,33,35,33,22,97,158,55,6,35,93889,390,0,0,12143385.0869751,18546.5195226688
1964,37,119,003012,2,371190030122,Block Group 2,0016295,"Block Group 2, Census Tract 30.12, Mecklenburg County, North Carolina",1238,19,10,17,99,33,59,89,64,0,40,78,155,116,61,236,162,87813,847,35,0.04132231,16259771.2362061,17041.4223255337
1965,37,119,001920,2,371190019202,Block Group 2,0016224,"Block Group 2, Census Tract 19.20, Mecklenburg County, North Carolina",449,39,18,25,44,0,50,17,49,12,19,34,71,62,9,0,0,43849,324,90,0.27777778,13038885.5770874,16909.5139872487
1966,37,119,001916,2,371190019162,Block Group 2,0016214,"Block Group 2, Census Tract 19.16, Mecklenburg County, North Carolina",987,43,53,99,20,109,89,59,39,38,135,115,72,60,34,0,22,42150,462,41,0.08874459,20297182.2176514,20105.6121116784
1967,37,119,003806,4,371190038064,Block Group 4,0016350,"Block Group 4, Census Tract 38.06, Mecklenburg County, North Carolina",714,24,98,73,10,35,67,88,23,81,31,62,48,27,12,24,11,36420,355,91,0.25633803,20140280.1500244,18842.7924292942
1968,37,119,005827,1,371190058271,Block Group 1,0016536,"Block Group 1, Census Tract 58.27, Mecklenburg County, North Carolina",1159,64,67,9,58,113,50,67,134,54,40,220,110,122,8,43,0,48310,489,37,0.07566462,19411029.286499,20432.0238077982
1969,37,119,005605,2,371190056052,Block Group 2,0016466,"Block Group 2, Census Tract 56.05, Mecklenburg County, North Carolina",820,70,25,64,13,40,15,152,153,0,111,63,30,28,30,0,26,40767,332,0,0,8798652.15917969,13521.4881052682
1970,37,119,003802,1,371190038021,Block Group 1,0016343,"Block Group 1, Census Tract 38.02, Mecklenburg County, North Carolina",367,0,0,44,18,30,19,10,52,0,78,21,56,12,0,27,0,50515,303,30,0.0990099,7853576.0824585,11295.5106951767
1971,37,119,005610,1,371190056101,Block Group 1,0016469,"Block Group 1, Census Tract 56.10, Mecklenburg County, North Carolina",373,36,26,51,43,0,0,0,18,0,44,25,100,14,9,7,0,55324,135,21,0.15555556,13117196.59375,18582.1634212118
1972,37,119,006204,2,371190062042,Block Group 2,0016644,"Block Group 2, Census Tract 62.04, Mecklenburg County, North Carolina",629,26,13,0,12,24,39,0,0,0,44,9,28,118,19,122,175,127841,419,0,0,130337253.919617,53560.8631520154
1973,37,119,004200,3,371190042003,Block Group 3,0016371,"Block Group 3, Census Tract 42, Mecklenburg County, North Carolina",159,9,18,0,20,20,0,0,0,0,0,72,14,0,0,6,0,63508,89,15,0.16853933,6207921.07720947,10161.2003545536
1974,37,119,005712,2,371190057122,Block Group 2,0016504,"Block Group 2, Census Tract 57.12, Mecklenburg County, North Carolina",578,8,8,11,24,29,6,45,44,9,18,78,151,63,20,54,10,77500,509,13,0.02554028,43045848.5790405,37500.2534238955
1975,37,119,003011,4,371190030114,Block Group 4,0016292,"Block Group 4, Census Tract 30.11, Mecklenburg County, North Carolina",427,55,0,17,0,0,0,12,16,0,48,101,88,0,50,20,20,64449,236,51,0.21610169,9768893.01855469,17034.2637711784
1976,37,119,005307,1,371190053071,Block Group 1,0016407,"Block Group 1, Census Tract 53.07, Mecklenburg County, North Carolina",1044,172,72,105,87,134,140,85,40,34,46,69,24,19,0,9,8,27263,536,169,0.31529851,6475322.70593262,13593.7645433567
1977,37,119,001507,2,371190015072,Block Group 2,0016167,"Block Group 2, Census Tract 15.07, Mecklenburg County, North Carolina",517,42,34,37,63,81,9,0,30,11,32,111,48,19,0,0,0,32917,357,89,0.24929972,8580266.20788574,13554.8488277844
1978,37,119,006403,2,371190064032,Block Group 2,0016672,"Block Group 2, Census Tract 64.03, Mecklenburg County, North Carolina",91,0,0,0,0,0,0,0,8,0,0,0,32,19,0,11,21,108224,63,0,0,39691928.6446533,32795.1655198953
1979,37,119,003902,2,371190039022,Block Group 2,0016356,"Block Group 2, Census Tract 39.02, Mecklenburg County, North Carolina",596,130,37,72,46,49,62,37,0,39,43,17,25,0,39,0,0,25855,318,116,0.36477987,16775753.7362061,24957.1636393498
1980,37,119,006106,2,371190061062,Block Group 2,0016634,"Block Group 2, Census Tract 61.06, Mecklenburg County, North Carolina",1079,18,26,74,11,0,41,34,83,58,136,146,141,91,70,140,10,63184,418,0,0,50694849.3511963,29135.6624496986
1981,37,119,006105,1,371190061051,Block Group 1,0016632,"Block Group 1, Census Tract 61.05, Mecklenburg County, North Carolina",1081,7,4,39,22,78,39,41,24,55,84,188,185,101,87,89,38,67388,846,13,0.01536643,82469652.7406006,43114.0378784524
1982,37,119,006212,2,371190062122,Block Group 2,0016656,"Block Group 2, Census Tract 62.12, Mecklenburg County, North Carolina",557,20,31,11,38,20,36,0,20,71,114,42,33,83,29,9,0,51406,245,16,0.06530612,9225435.42541504,14561.0235430151
1983,37,119,005520,1,371190055201,Block Group 1,0016445,"Block Group 1, Census Tract 55.20, Mecklenburg County, North Carolina",1237,37,0,35,17,0,11,32,17,46,96,143,136,219,180,135,133,102332,994,44,0.04426559,35512065.3143311,27111.9602349174
1984,37,119,001920,1,371190019201,Block Group 1,0016223,"Block Group 1, Census Tract 19.20, Mecklenburg County, North Carolina",674,118,49,57,54,56,17,49,8,44,76,48,63,13,5,17,0,31071,578,178,0.30795848,11125369.6213379,19431.3785776728
1985,37,119,005846,1,371190058461,Block Group 1,0016577,"Block Group 1, Census Tract 58.46, Mecklenburg County, North Carolina",573,18,7,11,29,0,0,6,0,4,7,43,13,42,78,92,223,166023,525,7,0.01333333,20233238.7433472,24039.8148836128
1986,37,119,002400,3,371190024003,Block Group 3,0016253,"Block Group 3, Census Tract 24, Mecklenburg County, North Carolina",248,15,21,0,0,7,0,0,10,11,11,21,35,30,11,26,50,95750,97,22,0.22680412,5656507.53649902,10200.5467995639
1987,37,119,002800,1,371190028001,Block Group 1,0016263,"Block Group 1, Census Tract 28, Mecklenburg County, North Carolina",310,9,0,0,0,0,0,0,20,10,7,0,0,0,35,30,199,250000,247,11,0.04453441,10440358.1231689,18125.465110651
1988,37,119,001922,1,371190019221,Block Group 1,0016227,"Block Group 1, Census Tract 19.22, Mecklenburg County, North Carolina",600,0,48,49,48,40,75,42,0,31,75,39,61,62,19,0,11,39792,398,56,0.14070352,16028413.7879639,23548.4195102411
1989,37,119,003400,2,371190034002,Block Group 2,0016332,"Block Group 2, Census Tract 34, Mecklenburg County, North Carolina",482,0,0,0,0,0,0,0,0,0,15,23,47,137,32,47,181,136484,255,0,0,4695358.27441406,9110.72072390592
1990,37,119,005918,1,371190059181,Block Group 1,0016610,"Block Group 1, Census Tract 59.18, Mecklenburg County, North Carolina",1271,39,27,48,27,79,41,39,11,82,95,145,197,209,97,78,57,75568,982,53,0.05397149,55381582.1436157,34426.1079244521
1991,37,119,005513,1,371190055131,Block Group 1,0016431,"Block Group 1, Census Tract 55.13, Mecklenburg County, North Carolina",661,48,23,18,9,18,50,20,8,90,74,63,62,20,25,73,60,56594,460,40,0.08695652,13059491.2457275,17253.2501733085
1992,37,119,005605,3,371190056053,Block Group 3,0016467,"Block Group 3, Census Tract 56.05, Mecklenburg County, North Carolina",918,197,129,157,89,46,46,52,0,80,0,32,27,44,0,19,0,19091,248,85,0.34274194,7815500.69458008,12552.1368416944
1993,37,119,001300,2,371190013002,Block Group 2,0016158,"Block Group 2, Census Tract 13, Mecklenburg County, North Carolina",482,48,106,31,36,54,41,16,0,0,30,19,34,35,0,23,9,26786,135,17,0.12592593,4981103.49493408,9149.82723433573
1994,37,119,003902,3,371190039023,Block Group 3,0016357,"Block Group 3, Census Tract 39.02, Mecklenburg County, North Carolina",281,35,65,43,0,32,0,12,0,20,41,0,2,31,0,0,0,0,178,49,0.2752809,16277087.3982544,21286.8182961361
1995,37,119,002903,2,371190029032,Block Group 2,0016267,"Block Group 2, Census Tract 29.03, Mecklenburg County, North Carolina",387,0,0,0,29,0,11,0,0,0,6,0,12,11,0,42,276,250000,362,0,0,23879958.1530151,21160.607101008
1996,37,119,005842,2,371190058422,Block Group 2,0016569,"Block Group 2, Census Tract 58.42, Mecklenburg County, North Carolina",650,0,26,17,28,0,0,0,0,0,101,102,90,141,80,23,42,92206,466,0,0,8834865.67608643,11849.6032521504
1997,37,119,005522,1,371190055221,Block Group 1,0016450,"Block Group 1, Census Tract 55.22, Mecklenburg County, North Carolina",526,0,9,0,0,0,55,0,0,27,35,59,170,53,75,43,0,79968,379,0,0,7347043.25854492,13657.1720914419
1998,37,119,006103,1,371190061031,Block Group 1,0016626,"Block Group 1, Census Tract 61.03, Mecklenburg County, North Carolina",815,77,15,46,13,25,0,26,31,15,16,29,65,12,54,154,237,138516,600,47,0.07833333,63870922.1003418,35504.991426141
1999,37,119,001912,3,371190019123,Block Group 3,0016205,"Block Group 3, Census Tract 19.12, Mecklenburg County, North Carolina",253,0,12,0,11,59,48,18,0,19,30,0,17,39,0,0,0,32318,150,40,0.26666667,6710923.05206299,10853.0928002823
