OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,NAMELSAD10,LOGRECNO,geoname,Workers_16_and_older,Drove_alone,Carpool,Public_Transportation,Walked,Other_Means,Non_SOV_Commuters,Pct_Non_SOV_Commuters,SHAPESTArea,SHAPESTLength
2221,37,119,002702,2,371190027022,Block Group 2,0016261,"Block Group 2, Census Tract 27.02, Mecklenburg County, North Carolina",1197,1042,108,38,0,63,209,0.17460317,11769983.265564,14972.9160258914
2222,37,119,002904,4,371190029044,Block Group 4,0016272,"Block Group 4, Census Tract 29.04, Mecklenburg County, North Carolina",503,473,30,15,0,0,45,0.08946322,9060765.30743408,14397.9751730506
2223,37,119,005706,4,371190057064,Block Group 4,0016495,"Block Group 4, Census Tract 57.06, Mecklenburg County, North Carolina",828,771,54,15,0,15,84,0.10144928,65661502.1050415,35512.1741308818
2224,37,119,006006,2,371190060062,Block Group 2,0016613,"Block Group 2, Census Tract 60.06, Mecklenburg County, North Carolina",1035,951,168,0,0,0,168,0.16231884,41211947.0464478,39317.0411495634
2225,37,119,001912,3,371190019123,Block Group 3,0016205,"Block Group 3, Census Tract 19.12, Mecklenburg County, North Carolina",365,297,30,43,0,10,83,0.22739726,6710923.05206299,10853.0928002823
2226,37,119,006407,2,371190064072,Block Group 2,0016682,"Block Group 2, Census Tract 64.07, Mecklenburg County, North Carolina",1112,978,252,0,0,8,260,0.23381295,22796208.8511963,20698.9984889023
2227,37,119,005844,2,371190058442,Block Group 2,0016574,"Block Group 2, Census Tract 58.44, Mecklenburg County, North Carolina",2229,2138,60,38,12,11,121,0.05428443,31380368.0952759,30157.8056603946
2228,37,119,003806,2,371190038062,Block Group 2,0016348,"Block Group 2, Census Tract 38.06, Mecklenburg County, North Carolina",525,447,84,26,0,10,120,0.22857143,36563328.0790405,30252.408740524
2229,37,119,005520,1,371190055201,Block Group 1,0016445,"Block Group 1, Census Tract 55.20, Mecklenburg County, North Carolina",1740,1534,294,0,59,0,353,0.20287356,35512065.3143311,27111.9602349174
2230,37,119,005848,2,371190058482,Block Group 2,0016583,"Block Group 2, Census Tract 58.48, Mecklenburg County, North Carolina",715,707,0,0,8,0,8,0.01118881,22160197.9805298,23810.7026268256
2231,37,119,005511,2,371190055112,Block Group 2,0016426,"Block Group 2, Census Tract 55.11, Mecklenburg County, North Carolina",1048,1018,60,0,0,0,60,0.05725191,7545010.4621582,11892.9646441778
2232,37,119,003102,2,371190031022,Block Group 2,0016308,"Block Group 2, Census Tract 31.02, Mecklenburg County, North Carolina",682,645,56,9,0,0,65,0.09530792,8633780.07373047,14018.4493869156
2233,37,119,003011,2,371190030112,Block Group 2,0016290,"Block Group 2, Census Tract 30.11, Mecklenburg County, North Carolina",408,356,70,17,0,0,87,0.21323529,4370020.72955322,8821.15935993134
2234,37,119,006007,2,371190060072,Block Group 2,0016616,"Block Group 2, Census Tract 60.07, Mecklenburg County, North Carolina",1004,969,70,0,0,0,70,0.06972112,30668858.4972534,24690.2402845423
2235,37,119,002200,2,371190022002,Block Group 2,0016246,"Block Group 2, Census Tract 22, Mecklenburg County, North Carolina",456,344,54,67,18,0,139,0.30482456,11492404.4074707,14762.4878065079
2236,37,119,004100,1,371190041001,Block Group 1,0016365,"Block Group 1, Census Tract 41, Mecklenburg County, North Carolina",426,245,44,90,48,21,203,0.47652582,6090568.93579102,11859.3947558351
2237,37,119,003600,4,371190036004,Block Group 4,0016340,"Block Group 4, Census Tract 36, Mecklenburg County, North Carolina",324,211,174,26,0,0,200,0.61728395,7381553.54742432,12429.1682352637
2238,37,119,005838,3,371190058383,Block Group 3,0016562,"Block Group 3, Census Tract 58.38, Mecklenburg County, North Carolina",2039,1857,142,66,45,0,253,0.12408043,52520700.3789062,38617.861933945
2239,37,119,005709,1,371190057091,Block Group 1,0016496,"Block Group 1, Census Tract 57.09, Mecklenburg County, North Carolina",712,692,40,0,0,0,40,0.05617978,27633430.0601196,23562.2632829376
2240,37,119,005912,2,371190059122,Block Group 2,0016598,"Block Group 2, Census Tract 59.12, Mecklenburg County, North Carolina",2745,2328,786,13,11,0,810,0.29508197,31747980.6030273,27313.1960928091
2241,37,119,004100,4,371190041004,Block Group 4,0016368,"Block Group 4, Census Tract 41, Mecklenburg County, North Carolina",270,124,142,55,9,11,217,0.8037037,7531339.31445312,12671.9752826072
2242,37,119,001702,3,371190017023,Block Group 3,0016190,"Block Group 3, Census Tract 17.02, Mecklenburg County, North Carolina",439,311,180,19,0,19,218,0.49658314,7166614.11645508,13357.5913005519
2243,37,119,005716,1,371190057161,Block Group 1,0016511,"Block Group 1, Census Tract 57.16, Mecklenburg County, North Carolina",1080,981,182,0,0,8,190,0.17592593,11771411.5540771,14512.4257686538
2244,37,119,002002,4,371190020024,Block Group 4,0016234,"Block Group 4, Census Tract 20.02, Mecklenburg County, North Carolina",738,586,304,0,0,0,304,0.41192412,6073022.02069092,10829.3617031134
2245,37,119,002701,2,371190027012,Block Group 2,0016258,"Block Group 2, Census Tract 27.01, Mecklenburg County, North Carolina",431,357,32,18,20,20,90,0.20881671,8635781.57348633,15710.214521393
2246,37,119,005621,3,371190056213,Block Group 3,0016491,"Block Group 3, Census Tract 56.21, Mecklenburg County, North Carolina",758,667,168,0,7,0,175,0.23087071,57424318.2294922,31574.6223572663
2247,37,119,004400,2,371190044002,Block Group 2,0016382,"Block Group 2, Census Tract 44, Mecklenburg County, North Carolina",1439,1054,650,54,0,6,710,0.49339819,55616712.0142822,32350.9582393847
2248,37,119,001100,1,371190011001,Block Group 1,0016152,"Block Group 1, Census Tract 11, Mecklenburg County, North Carolina",774,654,126,0,33,24,183,0.23643411,10474327.5304565,16255.4065660754
2249,37,119,004200,2,371190042002,Block Group 2,0016370,"Block Group 2, Census Tract 42, Mecklenburg County, North Carolina",391,275,44,94,0,0,138,0.35294118,4789563.21313477,10242.8090810343
2250,37,119,001505,1,371190015051,Block Group 1,0016165,"Block Group 1, Census Tract 15.05, Mecklenburg County, North Carolina",1623,1331,522,1,10,20,553,0.34072705,56541430.4644775,30277.9145046945
2251,37,119,005307,1,371190053071,Block Group 1,0016407,"Block Group 1, Census Tract 53.07, Mecklenburg County, North Carolina",1156,753,590,97,11,0,698,0.60380623,6475322.70593262,13593.7645433567
2252,37,119,003007,4,371190030074,Block Group 4,0016284,"Block Group 4, Census Tract 30.07, Mecklenburg County, North Carolina",601,532,80,0,29,0,109,0.18136439,15594368.4906616,19798.6486213811
2253,37,119,006209,3,371190062093,Block Group 3,0016650,"Block Group 3, Census Tract 62.09, Mecklenburg County, North Carolina",1185,1006,68,0,88,57,213,0.17974684,28464702.664978,21854.4639649974
2254,37,119,000600,2,371190006002,Block Group 2,0016143,"Block Group 2, Census Tract 6, Mecklenburg County, North Carolina",1282,832,16,78,345,19,458,0.35725429,7619938.9208374,17053.7411859049
2255,37,119,001911,3,371190019113,Block Group 3,0016202,"Block Group 3, Census Tract 19.11, Mecklenburg County, North Carolina",1315,1129,278,10,0,37,325,0.24714829,12330069.388855,17199.3415862575
2256,37,119,005404,1,371190054041,Block Group 1,0016416,"Block Group 1, Census Tract 54.04, Mecklenburg County, North Carolina",1049,912,34,97,23,0,154,0.14680648,33902862.6845093,29499.5229918813
2257,37,119,001000,3,371190010003,Block Group 3,0016151,"Block Group 3, Census Tract 10, Mecklenburg County, North Carolina",800,753,58,11,7,0,76,0.095,6916620.12182617,12931.6813080644
2258,37,119,006010,3,371190060103,Block Group 3,0016624,"Block Group 3, Census Tract 60.10, Mecklenburg County, North Carolina",1013,923,82,0,0,49,131,0.12931885,31993729.0181885,34092.1172191184
2259,37,119,002906,3,371190029063,Block Group 3,0016278,"Block Group 3, Census Tract 29.06, Mecklenburg County, North Carolina",910,808,0,0,91,11,102,0.11208791,22237735.920166,23805.8463376741
2260,37,119,005306,1,371190053061,Block Group 1,0016405,"Block Group 1, Census Tract 53.06, Mecklenburg County, North Carolina",138,117,42,0,0,0,42,0.30434783,7114165.3046875,16261.887420048
2261,37,119,006302,2,371190063022,Block Group 2,0016664,"Block Group 2, Census Tract 63.02, Mecklenburg County, North Carolina",749,730,0,0,19,0,19,0.02536716,51715212.7439575,37378.0566262401
2262,37,119,001400,1,371190014001,Block Group 1,0016160,"Block Group 1, Census Tract 14, Mecklenburg County, North Carolina",1152,842,504,34,24,0,562,0.48784722,11416328.3748169,16279.5862662012
2263,37,119,005524,5,371190055245,Block Group 5,0016460,"Block Group 5, Census Tract 55.24, Mecklenburg County, North Carolina",746,746,0,0,0,0,0,0,56785572.3563843,35133.1458482141
2264,37,119,006405,2,371190064052,Block Group 2,0016677,"Block Group 2, Census Tract 64.05, Mecklenburg County, North Carolina",892,794,150,7,11,5,173,0.19394619,94166046.9274292,46805.8840929322
2265,37,119,001919,3,371190019193,Block Group 3,0016222,"Block Group 3, Census Tract 19.19, Mecklenburg County, North Carolina",444,401,86,0,0,0,86,0.19369369,6460945.65405273,16210.6086308627
2266,37,119,005848,3,371190058483,Block Group 3,0016584,"Block Group 3, Census Tract 58.48, Mecklenburg County, North Carolina",521,478,58,0,0,14,72,0.13819578,10512217.9403076,13322.5283403812
2267,37,119,005816,1,371190058161,Block Group 1,0016523,"Block Group 1, Census Tract 58.16, Mecklenburg County, North Carolina",1311,1119,150,51,20,46,267,0.20366133,45664767.3452759,29553.6522642157
2268,37,119,002004,2,371190020042,Block Group 2,0016241,"Block Group 2, Census Tract 20.04, Mecklenburg County, North Carolina",591,553,30,0,23,0,53,0.08967851,15202858.1209717,16741.7772369563
2269,37,119,005512,2,371190055122,Block Group 2,0016429,"Block Group 2, Census Tract 55.12, Mecklenburg County, North Carolina",541,459,68,26,0,22,116,0.21441774,15367618.9719849,21849.2284487416
2270,37,119,002400,3,371190024003,Block Group 3,0016253,"Block Group 3, Census Tract 24, Mecklenburg County, North Carolina",293,284,0,0,9,0,9,0.03071672,5656507.53649902,10200.5467995639
2271,37,119,003011,1,371190030111,Block Group 1,0016289,"Block Group 1, Census Tract 30.11, Mecklenburg County, North Carolina",657,644,26,0,0,0,26,0.03957382,14071322.0796509,15453.5060299425
2272,37,119,003012,2,371190030122,Block Group 2,0016295,"Block Group 2, Census Tract 30.12, Mecklenburg County, North Carolina",1768,1296,322,115,176,20,633,0.35803167,16259771.2362061,17041.4223255337
2273,37,119,005812,1,371190058121,Block Group 1,0016518,"Block Group 1, Census Tract 58.12, Mecklenburg County, North Carolina",1267,1130,120,16,61,0,197,0.1554854,25083813.3829346,22166.2679555035
2274,37,119,001603,1,371190016031,Block Group 1,0016176,"Block Group 1, Census Tract 16.03, Mecklenburg County, North Carolina",1451,1139,498,57,0,6,561,0.38662991,13510340.2340088,20493.2109543527
2275,37,119,006103,1,371190061031,Block Group 1,0016626,"Block Group 1, Census Tract 61.03, Mecklenburg County, North Carolina",974,833,232,0,13,12,257,0.26386037,63870922.1003418,35504.991426141
2276,37,119,005514,2,371190055142,Block Group 2,0016435,"Block Group 2, Census Tract 55.14, Mecklenburg County, North Carolina",791,724,34,19,0,31,84,0.10619469,17265535.4144897,28853.4691935558
2277,37,119,005100,2,371190051002,Block Group 2,0016396,"Block Group 2, Census Tract 51, Mecklenburg County, North Carolina",408,274,126,65,6,0,197,0.48284314,10969293.9293213,15546.5614296823
2278,37,119,005826,2,371190058262,Block Group 2,0016535,"Block Group 2, Census Tract 58.26, Mecklenburg County, North Carolina",1159,889,334,49,33,21,437,0.37704918,28849360.1845093,31080.6159272492
2279,37,119,005306,2,371190053062,Block Group 2,0016406,"Block Group 2, Census Tract 53.06, Mecklenburg County, North Carolina",695,491,182,95,6,12,295,0.42446043,29327929.0296021,26446.0607797296
2280,37,119,002904,1,371190029041,Block Group 1,0016269,"Block Group 1, Census Tract 29.04, Mecklenburg County, North Carolina",709,690,38,0,0,0,38,0.05359661,18504763.0914917,18781.8228087736
2281,37,119,005605,3,371190056053,Block Group 3,0016467,"Block Group 3, Census Tract 56.05, Mecklenburg County, North Carolina",1095,940,136,0,35,52,223,0.20365297,7815500.69458008,12552.1368416944
2282,37,119,003806,3,371190038063,Block Group 3,0016349,"Block Group 3, Census Tract 38.06, Mecklenburg County, North Carolina",1692,1388,252,178,0,0,430,0.25413712,12117029.3765259,16886.3302161294
2283,37,119,006303,1,371190063031,Block Group 1,0016666,"Block Group 1, Census Tract 63.03, Mecklenburg County, North Carolina",933,735,288,38,16,0,342,0.36655949,23106560.9908447,19397.036232009
2284,37,119,006407,1,371190064071,Block Group 1,0016681,"Block Group 1, Census Tract 64.07, Mecklenburg County, North Carolina",710,651,102,8,0,0,110,0.15492958,22855505.7015381,27086.4141201076
2285,37,119,005521,1,371190055211,Block Group 1,0016447,"Block Group 1, Census Tract 55.21, Mecklenburg County, North Carolina",396,294,204,0,0,0,204,0.51515152,4310365.94622803,9501.24994722363
2286,37,119,005612,1,371190056121,Block Group 1,0016472,"Block Group 1, Census Tract 56.12, Mecklenburg County, North Carolina",1604,1406,396,0,0,0,396,0.24688279,21309192.5452881,23255.2000455993
2287,37,119,006210,2,371190062102,Block Group 2,0016652,"Block Group 2, Census Tract 62.10, Mecklenburg County, North Carolina",881,832,56,16,5,0,77,0.08740068,31750540.5882568,26048.4108877388
2288,37,119,001914,2,371190019142,Block Group 2,0016208,"Block Group 2, Census Tract 19.14, Mecklenburg County, North Carolina",737,573,306,11,0,0,317,0.43012212,17282979.8256226,19813.7659883349
2289,37,119,006403,1,371190064031,Block Group 1,0016671,"Block Group 1, Census Tract 64.03, Mecklenburg County, North Carolina",914,699,256,10,60,17,343,0.37527352,26731766.3724976,23042.6866809575
2290,37,119,005522,1,371190055221,Block Group 1,0016450,"Block Group 1, Census Tract 55.22, Mecklenburg County, North Carolina",934,724,420,0,0,0,420,0.4496788,7347043.25854492,13657.1720914419
2291,37,119,005914,3,371190059143,Block Group 3,0016604,"Block Group 3, Census Tract 59.14, Mecklenburg County, North Carolina",1485,1270,236,55,31,11,333,0.22424242,55292405.7547607,35495.1433935136
2292,37,119,001400,2,371190014002,Block Group 2,0016161,"Block Group 2, Census Tract 14, Mecklenburg County, North Carolina",1037,880,82,47,69,0,198,0.19093539,11310060.8994751,17806.01014496
2293,37,119,005200,1,371190052001,Block Group 1,0016397,"Block Group 1, Census Tract 52, Mecklenburg County, North Carolina",186,122,64,25,7,0,96,0.51612903,8748111.27209473,13841.2973304058
2294,37,119,002904,3,371190029043,Block Group 3,0016271,"Block Group 3, Census Tract 29.04, Mecklenburg County, North Carolina",763,693,140,0,0,0,140,0.18348624,13587730.4092407,16332.4718251849
2295,37,119,005833,3,371190058333,Block Group 3,0016550,"Block Group 3, Census Tract 58.33, Mecklenburg County, North Carolina",209,182,0,27,0,0,27,0.1291866,11915487.1233521,16179.8882433276
2296,37,119,005834,1,371190058341,Block Group 1,0016551,"Block Group 1, Census Tract 58.34, Mecklenburg County, North Carolina",1398,1132,240,71,13,62,386,0.27610873,46847323.7669678,33393.5504175246
2297,37,119,004200,3,371190042003,Block Group 3,0016371,"Block Group 3, Census Tract 42, Mecklenburg County, North Carolina",212,161,20,11,0,30,61,0.28773585,6207921.07720947,10161.2003545536
2298,37,119,005915,1,371190059151,Block Group 1,0016605,"Block Group 1, Census Tract 59.15, Mecklenburg County, North Carolina",1489,1359,124,6,41,21,192,0.1289456,11758974.3925171,14281.2218591714
2299,37,119,005714,2,371190057142,Block Group 2,0016508,"Block Group 2, Census Tract 57.14, Mecklenburg County, North Carolina",816,730,156,0,0,8,164,0.20098039,98656204.1257324,53046.9423214266
2300,37,119,005916,1,371190059161,Block Group 1,0016606,"Block Group 1, Census Tract 59.16, Mecklenburg County, North Carolina",771,557,208,29,26,55,318,0.41245136,25740265.8338623,22102.0885477801
2301,37,119,005906,3,371190059063,Block Group 3,0016587,"Block Group 3, Census Tract 59.06, Mecklenburg County, North Carolina",530,430,140,30,0,0,170,0.32075472,130405081.415405,76519.0617925576
2302,37,119,005830,1,371190058301,Block Group 1,0016542,"Block Group 1, Census Tract 58.30, Mecklenburg County, North Carolina",668,628,36,7,0,15,58,0.08682635,13652437.2433472,19736.7408951523
2303,37,119,005524,3,371190055243,Block Group 3,0016458,"Block Group 3, Census Tract 55.24, Mecklenburg County, North Carolina",1362,1087,550,0,0,0,550,0.40381791,18043059.8539429,22776.2243369982
2304,37,119,005510,1,371190055101,Block Group 1,0016423,"Block Group 1, Census Tract 55.10, Mecklenburg County, North Carolina",829,560,470,0,0,34,504,0.6079614,40136629.5762939,27127.4279701737
2305,37,119,001100,2,371190011002,Block Group 2,0016153,"Block Group 2, Census Tract 11, Mecklenburg County, North Carolina",867,777,142,15,0,4,161,0.18569781,10187298.3414307,13482.8965565238
2306,37,119,006304,3,371190063043,Block Group 3,0016670,"Block Group 3, Census Tract 63.04, Mecklenburg County, North Carolina",982,801,240,0,12,49,301,0.30651731,150521591.562195,70620.0398730756
2307,37,119,006303,2,371190063032,Block Group 2,0016667,"Block Group 2, Census Tract 63.03, Mecklenburg County, North Carolina",1728,1550,130,91,22,0,243,0.140625,37205294.3053589,24270.1316308503
2308,37,119,005508,1,371190055081,Block Group 1,0016418,"Block Group 1, Census Tract 55.08, Mecklenburg County, North Carolina",1073,846,378,0,19,19,416,0.38769804,83220675.4020386,56999.4280738936
2309,37,119,003204,2,371190032042,Block Group 2,0016326,"Block Group 2, Census Tract 32.04, Mecklenburg County, North Carolina",890,648,142,86,39,46,313,0.35168539,8551417.00354004,14410.4133073569
2310,37,119,005913,3,371190059133,Block Group 3,0016601,"Block Group 3, Census Tract 59.13, Mecklenburg County, North Carolina",806,784,0,0,22,0,22,0.02729529,19325085.4848633,20114.8155540101
2311,37,119,001508,3,371190015083,Block Group 3,0016171,"Block Group 3, Census Tract 15.08, Mecklenburg County, North Carolina",345,269,120,0,0,16,136,0.3942029,5694228.63287354,12337.822116457
2312,37,119,005831,3,371190058313,Block Group 3,0016546,"Block Group 3, Census Tract 58.31, Mecklenburg County, North Carolina",150,134,0,0,0,16,16,0.10666667,3781505.02105713,8164.06068510454
2313,37,119,006203,1,371190062031,Block Group 1,0016640,"Block Group 1, Census Tract 62.03, Mecklenburg County, North Carolina",415,339,82,0,0,35,117,0.28192771,63472020.2467651,38761.1061597097
2314,37,119,003109,1,371190031091,Block Group 1,0016319,"Block Group 1, Census Tract 31.09, Mecklenburg County, North Carolina",1568,1062,516,192,34,22,764,0.4872449,5838491.63519287,11934.2064522827
2315,37,119,003015,3,371190030153,Block Group 3,0016300,"Block Group 3, Census Tract 30.15, Mecklenburg County, North Carolina",436,413,46,0,0,0,46,0.10550459,13925816.8231201,15813.9266530474
2316,37,119,005524,6,371190055246,Block Group 6,0016461,"Block Group 6, Census Tract 55.24, Mecklenburg County, North Carolina",834,738,174,9,0,0,183,0.21942446,31995258.3538208,26487.982078275
2317,37,119,001916,1,371190019161,Block Group 1,0016213,"Block Group 1, Census Tract 19.16, Mecklenburg County, North Carolina",750,631,234,2,0,0,236,0.31466667,19158206.6678467,20562.8015337164
2318,37,119,005522,3,371190055223,Block Group 3,0016452,"Block Group 3, Census Tract 55.22, Mecklenburg County, North Carolina",664,594,28,29,11,16,84,0.12650602,5301314.92492676,10710.5732968217
2319,37,119,005508,2,371190055082,Block Group 2,0016419,"Block Group 2, Census Tract 55.08, Mecklenburg County, North Carolina",982,927,100,0,0,5,105,0.10692464,17878641.9921875,25482.8594614555
2320,37,119,005914,2,371190059142,Block Group 2,0016603,"Block Group 2, Census Tract 59.14, Mecklenburg County, North Carolina",541,471,132,4,0,0,136,0.25138632,8415973.08758545,11601.1597262414
2321,37,119,002500,1,371190025001,Block Group 1,0016254,"Block Group 1, Census Tract 25, Mecklenburg County, North Carolina",820,680,158,0,49,12,219,0.26707317,5905764.42858887,11191.5119688654
2322,37,119,005716,2,371190057162,Block Group 2,0016512,"Block Group 2, Census Tract 57.16, Mecklenburg County, North Carolina",1327,1191,256,0,0,8,264,0.19894499,13994946.6367188,17257.2612753245
2323,37,119,004305,1,371190043051,Block Group 1,0016379,"Block Group 1, Census Tract 43.05, Mecklenburg County, North Carolina",1500,1236,324,0,102,0,426,0.284,36081232.3121338,27375.9403830102
2324,37,119,005846,2,371190058462,Block Group 2,0016578,"Block Group 2, Census Tract 58.46, Mecklenburg County, North Carolina",773,684,122,0,0,28,150,0.19404916,27428043.6538086,25848.887577336
2325,37,119,006107,1,371190061071,Block Group 1,0016635,"Block Group 1, Census Tract 61.07, Mecklenburg County, North Carolina",2117,2021,192,0,0,0,192,0.09069438,36750373.9552612,30516.523754475
2326,37,119,003806,4,371190038064,Block Group 4,0016350,"Block Group 4, Census Tract 38.06, Mecklenburg County, North Carolina",728,622,148,32,0,0,180,0.24725275,20140280.1500244,18842.7924292942
2327,37,119,003006,1,371190030061,Block Group 1,0016279,"Block Group 1, Census Tract 30.06, Mecklenburg County, North Carolina",815,777,18,0,7,22,47,0.05766871,16761885.4160767,19133.085124833
2328,37,119,002600,1,371190026001,Block Group 1,0016256,"Block Group 1, Census Tract 26, Mecklenburg County, North Carolina",511,442,48,15,17,13,93,0.18199609,7582502.49078369,11583.3772299826
2329,37,119,005614,1,371190056141,Block Group 1,0016475,"Block Group 1, Census Tract 56.14, Mecklenburg County, North Carolina",1395,1258,224,0,0,25,249,0.17849462,26449002.6956177,24927.4565203994
2330,37,119,001910,3,371190019103,Block Group 3,0016199,"Block Group 3, Census Tract 19.10, Mecklenburg County, North Carolina",821,420,732,19,0,16,767,0.93422655,9515554.42614746,17437.0982595432
2331,37,119,005906,4,371190059064,Block Group 4,0016588,"Block Group 4, Census Tract 59.06, Mecklenburg County, North Carolina",228,185,86,0,0,0,86,0.37719298,108967041.944458,57753.6927546396
2332,37,119,001507,1,371190015071,Block Group 1,0016166,"Block Group 1, Census Tract 15.07, Mecklenburg County, North Carolina",858,399,692,78,35,0,805,0.93822844,5583469.03790283,9515.27790521498
2333,37,119,003203,2,371190032032,Block Group 2,0016324,"Block Group 2, Census Tract 32.03, Mecklenburg County, North Carolina",422,402,0,0,20,0,20,0.04739336,5031504.14508057,13234.0566620117
2334,37,119,002002,3,371190020023,Block Group 3,0016233,"Block Group 3, Census Tract 20.02, Mecklenburg County, North Carolina",416,416,0,0,0,0,0,0,13286994.8084717,15803.4933072022
2335,37,119,003016,1,371190030161,Block Group 1,0016301,"Block Group 1, Census Tract 30.16, Mecklenburg County, North Carolina",1168,1037,202,30,0,0,232,0.19863014,11337668.9162598,16866.0641660863
2336,37,119,005831,2,371190058312,Block Group 2,0016545,"Block Group 2, Census Tract 58.31, Mecklenburg County, North Carolina",1260,1121,158,29,31,0,218,0.17301587,11151712.0609131,15171.9185929655
2337,37,119,005815,1,371190058151,Block Group 1,0016521,"Block Group 1, Census Tract 58.15, Mecklenburg County, North Carolina",1250,1060,272,44,10,0,326,0.2608,45841391.6577148,31477.3316830545
2338,37,119,000100,3,371190001003,Block Group 3,0016133,"Block Group 3, Census Tract 1, Mecklenburg County, North Carolina",645,377,28,25,229,0,282,0.4372093,2085153.55096436,7727.16152360987
2339,37,119,003802,1,371190038021,Block Group 1,0016343,"Block Group 1, Census Tract 38.02, Mecklenburg County, North Carolina",458,350,186,15,0,0,201,0.43886463,7853576.0824585,11295.5106951767
2340,37,119,005509,1,371190055091,Block Group 1,0016420,"Block Group 1, Census Tract 55.09, Mecklenburg County, North Carolina",1113,841,544,0,0,0,544,0.48876909,40450607.2214966,26589.8575966141
2341,37,119,005911,1,371190059111,Block Group 1,0016595,"Block Group 1, Census Tract 59.11, Mecklenburg County, North Carolina",1431,1181,228,27,22,87,364,0.25436758,216603803.838989,62114.8787318041
2342,37,119,005828,3,371190058283,Block Group 3,0016539,"Block Group 3, Census Tract 58.28, Mecklenburg County, North Carolina",706,617,132,13,10,0,155,0.21954674,8738401.33459473,14867.0492242545
2343,37,119,004303,1,371190043031,Block Group 1,0016376,"Block Group 1, Census Tract 43.03, Mecklenburg County, North Carolina",1445,1201,206,40,28,73,347,0.24013841,45952486.7979126,37691.7310172356
2344,37,119,001916,2,371190019162,Block Group 2,0016214,"Block Group 2, Census Tract 19.16, Mecklenburg County, North Carolina",1057,978,106,26,0,0,132,0.12488174,20297182.2176514,20105.6121116784
2345,37,119,005909,1,371190059091,Block Group 1,0016592,"Block Group 1, Census Tract 59.09, Mecklenburg County, North Carolina",2921,2413,568,85,73,66,792,0.27114002,89572011.156311,37566.2772185966
2346,37,119,006208,1,371190062081,Block Group 1,0016647,"Block Group 1, Census Tract 62.08, Mecklenburg County, North Carolina",1771,1647,212,0,8,10,230,0.12987013,36294776.9770508,25051.862398958
2347,37,119,006213,1,371190062131,Block Group 1,0016657,"Block Group 1, Census Tract 62.13, Mecklenburg County, North Carolina",1724,1568,112,65,0,35,212,0.12296984,371863822.04071,115406.329302637
2348,37,119,001910,2,371190019102,Block Group 2,0016198,"Block Group 2, Census Tract 19.10, Mecklenburg County, North Carolina",674,592,128,18,0,0,146,0.21661721,8595490.64416504,14474.155806894
2349,37,119,002002,2,371190020022,Block Group 2,0016232,"Block Group 2, Census Tract 20.02, Mecklenburg County, North Carolina",630,569,0,0,21,40,61,0.0968254,21878625.8092041,21624.9033492952
2350,37,119,003400,3,371190034003,Block Group 3,0016333,"Block Group 3, Census Tract 34, Mecklenburg County, North Carolina",912,742,106,81,36,0,223,0.24451754,6901499.4609375,11115.3341949089
2351,37,119,005913,2,371190059132,Block Group 2,0016600,"Block Group 2, Census Tract 59.13, Mecklenburg County, North Carolina",1685,1640,90,0,0,0,90,0.05341246,31425393.3782959,24557.094988513
2352,37,119,004304,1,371190043041,Block Group 1,0016377,"Block Group 1, Census Tract 43.04, Mecklenburg County, North Carolina",1595,1291,372,17,44,57,490,0.30721003,31817374.2947998,23617.7668785028
2353,37,119,005910,1,371190059101,Block Group 1,0016594,"Block Group 1, Census Tract 59.10, Mecklenburg County, North Carolina",3327,3001,464,23,61,10,558,0.16771867,45339223.8409424,29912.7054215247
2354,37,119,006405,1,371190064051,Block Group 1,0016676,"Block Group 1, Census Tract 64.05, Mecklenburg County, North Carolina",1326,1152,170,0,65,24,259,0.19532428,29543305.3850708,25281.7729546165
2355,37,119,006212,2,371190062122,Block Group 2,0016656,"Block Group 2, Census Tract 62.12, Mecklenburg County, North Carolina",620,523,122,8,19,9,158,0.25483871,9225435.42541504,14561.0235430151
2356,37,119,000400,1,371190004001,Block Group 1,0016137,"Block Group 1, Census Tract 4, Mecklenburg County, North Carolina",1525,1004,98,79,329,64,570,0.37377049,11053141.4921265,15701.8709308742
2357,37,119,003012,1,371190030121,Block Group 1,0016294,"Block Group 1, Census Tract 30.12, Mecklenburg County, North Carolina",393,345,64,8,8,0,80,0.20356234,31926109.1030884,27426.5887312757
2358,37,119,004800,1,371190048001,Block Group 1,0016389,"Block Group 1, Census Tract 48, Mecklenburg County, North Carolina",446,307,108,85,0,0,193,0.43273543,11121254.3890381,14206.4403812131
2359,37,119,005917,1,371190059171,Block Group 1,0016608,"Block Group 1, Census Tract 59.17, Mecklenburg County, North Carolina",1922,1518,782,13,0,0,795,0.41363163,23829564.8433838,21270.3465179294
2360,37,119,005522,2,371190055222,Block Group 2,0016451,"Block Group 2, Census Tract 55.22, Mecklenburg County, North Carolina",1262,1104,160,78,0,0,238,0.18858954,11646835.2688599,16414.0521070256
2361,37,119,001917,1,371190019171,Block Group 1,0016215,"Block Group 1, Census Tract 19.17, Mecklenburg County, North Carolina",929,801,208,0,0,24,232,0.24973089,22658966.1300049,20585.1645127972
2362,37,119,006404,2,371190064042,Block Group 2,0016675,"Block Group 2, Census Tract 64.04, Mecklenburg County, North Carolina",1635,1530,134,14,9,15,172,0.10519878,133102701.69104,60492.400623654
